PHOTO_0,-,-,-
FS,405.165776696316,686.591209327296,-
DF,406.052100329436,687.823020793959,-
DF,407.825200349477,689.282986434018,-
DF,411.687020843138,689.394973599425,-
DF,414.37463678918,689.142850150803,-
DF,415.521711516145,688.989455467884,-
DF,420.013790153007,691.9368321027,-
FE,428.997947426729,697.831585372331,-
TIME,-,-,00:00:00.1429167
FS,472.486781260764,713.751130594919,-
DF,472.44580788329,713.970265449019,-
DF,473.233807640996,713.984075907381,-
DF,474.300862419239,713.831620198547,-
DF,474.779351032183,714.371975215596,-
DF,475.953192269239,715.206853758175,-
DF,475.983453001527,715.707878616683,-
DF,476.0782302143,716.092900136621,-
DF,473.804036495048,716.138790178803,-
DF,474.356837375977,717.683176126785,-
DF,474.708420800189,719.380512971503,-
DF,475.029950550081,720.893579701577,-
DF,473.495527010985,721.222956498826,-
DF,472.318385019761,720.322667984148,-
DF,471.642819830291,718.684055778085,-
DF,472.190931796196,716.896460740142,-
DF,472.835661939318,716.895727462848,-
DF,474.088482410347,717.036761652725,-
DF,474.11587134993,717.588723252142,-
DF,474.535443870261,718.060432106637,-
DF,474.157247860387,718.449136414964,-
DF,473.436643235191,717.778292077208,-
DF,472.422291940945,717.640158422819,-
DF,472.497590343764,717.316983871956,-
DF,473.890332215613,718.941632411639,-
DF,475.813662387976,721.223639453062,-
DF,479.72875862553,723.977958112348,-
DF,491.086493286525,726.108628738776,-
FE,513.801962608515,730.369969991633,-
TIME,-,-,00:00:00.0239851
END_1,-,-,-
PHOTO_0,-,-,-
FS,562.998530230781,726.870304686396,-
DF,563.588164213708,726.267003314269,-
DF,563.406034880317,725.814466020582,-
DF,563.062359072715,725.751725598149,-
DF,562.359073568867,726.866825827514,-
DF,562.739923946123,727.477404750477,-
DF,561.859061173053,727.267890911188,-
DF,561.446692955469,726.734044082098,-
DF,560.374607598673,726.00785564512,-
DF,559.432882696826,726.714267973411,-
DF,558.51088384308,727.976091228838,-
DF,558.515572517611,729.692857439987,-
DF,560.561220494481,730.631437711805,-
DF,561.873085331325,731.328859065692,-
DF,563.106232801309,731.222601978914,-
DF,563.539413916155,731.257203479197,-
DF,563.107653749769,730.267866293821,-
DF,562.534879177266,729.264842212671,-
DF,561.146651173847,728.492624101651,-
DF,561.087760598227,728.708959378536,-
DF,561.293869632204,729.178388361177,-
DF,561.962458112165,730.062865139942,-
DF,562.687985614719,731.125893021314,-
DF,562.866627321974,732.064407785536,-
DF,563.726992954771,732.464211431508,-
DF,562.747127990209,732.327830126691,-
DF,559.57678771931,732.071760127646,-
FE,553.236107177513,731.559620129557,-
TIME,-,-,00:00:00.2838385
FS,454.734026997588,730.669447524409,-
DF,455.141298397567,731.826480831069,-
DF,455.097519293004,733.058143549565,-
DF,456.031085569216,733.848767405226,-
DF,456.137831207667,734.408704007656,-
DF,456.20011324987,734.432920885017,-
DF,455.427364473522,734.517389435259,-
DF,455.155254199125,733.553327923505,-
DF,455.047705969188,733.215956088776,-
DF,456.863144743378,734.353631661761,-
DF,459.061067501107,736.547265488162,-
DF,460.60903160908,737.816934209957,-
DF,460.625033200086,738.994823331458,-
DF,459.583836029866,738.919625461658,-
DF,458.652210809289,739.260263440196,-
DF,458.971829386528,738.983852698228,-
DF,459.736688247869,738.974487518143,-
DF,460.369814721137,739.508066251213,-
DF,459.564381653606,740.072245264237,-
DF,458.759144401445,740.67583184914,-
DF,457.627156180674,740.838317401549,-
DF,456.359723390981,741.111710067757,-
DF,455.287360398642,741.264968111596,-
DF,455.007368048538,740.677844681441,-
DF,454.754866148796,740.186927880954,-
DF,454.459531583033,740.914073945922,-
